id,usuario,fecha,contenido,likes,comentarios,compartidos,Texto_Procesado,Sentimiento
659,usuario659,2025-09-15,Es frustrante que no funcione como esperaba. #frustracion,119,47,17,frustrante funcione esperar frustracion,Negativo
660,usuario660,2025-07-30,"Un producto realmente bueno, supero mis expectativas. #alegria",260,66,31,producto realmente bueno supero expectativa alegrio,Positivo
661,usuario661,2025-07-10,Me siento decepcionado con la calidad. #decepcion,6,29,25,sentir decepcionado calidad decepcion,Negativo
662,usuario662,2025-01-24,No puedo creer lo mal que funciona esto. #colera,238,36,22,poder creer mal función colera,Negativo
663,usuario663,2025-04-29,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",53,72,45,experiencia maravilloso satisfecho satisfaccion,Positivo
664,usuario664,2025-07-19,Estoy muy feliz con este producto! #alegria,208,82,23,feliz producto alegrio,Positivo
665,usuario665,2025-10-16,Es frustrante que no funcione como esperaba. #frustracion,252,84,43,frustrante funcione esperar frustracion,Negativo
666,usuario666,2025-10-11,El peor servicio que he recibido. #colera,206,34,47,peor servicio recibido colera,Negativo
667,usuario667,2025-08-27,"Esto es increible, estoy extasiado! #extasis",98,86,21,increible extasiado extasis,Positivo
668,usuario668,2025-04-11,Me siento decepcionado con la calidad. #decepcion,340,50,1,sentir decepcionado calidad decepcion,Negativo
669,usuario669,2025-07-30,No puedo creer lo mal que funciona esto. #colera,88,53,27,poder creer mal función colera,Negativo
670,usuario670,2025-07-11,Estoy muy feliz con este producto! #alegria,131,68,11,feliz producto alegrio,Positivo
671,usuario671,2025-08-20,Me siento decepcionado con la calidad. #decepcion,75,76,38,sentir decepcionado calidad decepcion,Negativo
672,usuario672,2025-12-18,"Esto es increible, estoy extasiado! #extasis",315,17,47,increible extasiado extasis,Positivo
673,usuario673,2025-01-30,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",299,98,5,servicio excelente satisfecho satisfaccion,Positivo
674,usuario674,2025-01-04,"Un producto realmente bueno, supero mis expectativas. #alegria",500,86,29,producto realmente bueno supero expectativa alegrio,Positivo
675,usuario675,2025-01-11,Me siento decepcionado con la calidad. #decepcion,246,17,20,sentir decepcionado calidad decepcion,Negativo
676,usuario676,2025-02-08,"Un producto realmente bueno, supero mis expectativas. #alegria",425,6,11,producto realmente bueno supero expectativa alegrio,Positivo
677,usuario677,2025-05-22,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",464,52,23,experiencia maravilloso satisfecho satisfaccion,Positivo
678,usuario678,2025-09-21,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",373,57,7,experiencia maravilloso satisfecho satisfaccion,Positivo
679,usuario679,2025-10-21,"Esto es increible, estoy extasiado! #extasis",60,35,23,increible extasiado extasis,Positivo
680,usuario680,2025-12-06,Me siento decepcionado con la calidad. #decepcion,442,75,22,sentir decepcionado calidad decepcion,Negativo
681,usuario681,2025-12-25,Estoy muy feliz con este producto! #alegria,192,27,13,feliz producto alegrio,Positivo
682,usuario682,2025-03-15,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",192,86,3,experiencia maravilloso satisfecho satisfaccion,Positivo
683,usuario683,2025-07-11,"Esto es increible, estoy extasiado! #extasis",363,71,19,increible extasiado extasis,Positivo
684,usuario684,2025-07-09,Es frustrante que no funcione como esperaba. #frustracion,138,71,3,frustrante funcione esperar frustracion,Negativo
685,usuario685,2025-09-14,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",315,14,16,servicio excelente satisfecho satisfaccion,Positivo
686,usuario686,2025-04-13,Es frustrante que no funcione como esperaba. #frustracion,124,33,10,frustrante funcione esperar frustracion,Negativo
687,usuario687,2025-10-16,"Esto es increible, estoy extasiado! #extasis",418,74,41,increible extasiado extasis,Positivo
688,usuario688,2025-01-15,"Esto es increible, estoy extasiado! #extasis",35,14,22,increible extasiado extasis,Positivo
689,usuario689,2025-09-27,Estoy muy feliz con este producto! #alegria,297,32,24,feliz producto alegrio,Positivo
690,usuario690,2025-02-16,No puedo creer lo mal que funciona esto. #colera,121,4,0,poder creer mal función colera,Negativo
691,usuario691,2025-07-31,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",218,18,3,experiencia maravilloso satisfecho satisfaccion,Positivo
692,usuario692,2025-08-22,"No volvere a comprar aqui, muy decepcionado. #decepcion",348,27,30,volverir comprar aqui decepcionado decepcion,Negativo
693,usuario693,2025-06-30,"Esto es increible, estoy extasiado! #extasis",110,1,13,increible extasiado extasis,Positivo
694,usuario694,2025-09-18,"Esto es increible, estoy extasiado! #extasis",354,11,5,increible extasiado extasis,Positivo
695,usuario695,2025-01-08,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",93,40,50,servicio excelente satisfecho satisfaccion,Positivo
696,usuario696,2025-01-14,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",176,16,40,servicio excelente satisfecho satisfaccion,Positivo
697,usuario697,2025-07-22,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",401,38,27,experiencia maravilloso satisfecho satisfaccion,Positivo
698,usuario698,2025-07-02,"No volvere a comprar aqui, muy decepcionado. #decepcion",282,52,36,volverir comprar aqui decepcionado decepcion,Negativo
699,usuario699,2025-04-13,"No volvere a comprar aqui, muy decepcionado. #decepcion",285,13,19,volverir comprar aqui decepcionado decepcion,Negativo
700,usuario700,2025-01-30,El peor servicio que he recibido. #colera,405,37,33,peor servicio recibido colera,Negativo
701,usuario701,2025-06-16,Estoy muy feliz con este producto! #alegria,2,100,13,feliz producto alegrio,Positivo
702,usuario702,2025-08-13,"Esto es increible, estoy extasiado! #extasis",490,92,40,increible extasiado extasis,Positivo
703,usuario703,2025-02-08,"No volvere a comprar aqui, muy decepcionado. #decepcion",15,29,45,volverir comprar aqui decepcionado decepcion,Negativo
704,usuario704,2025-07-28,El peor servicio que he recibido. #colera,125,50,45,peor servicio recibido colera,Negativo
705,usuario705,2025-08-01,Estoy muy feliz con este producto! #alegria,404,96,38,feliz producto alegrio,Positivo
706,usuario706,2025-11-01,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",208,34,17,servicio excelente satisfecho satisfaccion,Positivo
707,usuario707,2025-09-15,No puedo creer lo mal que funciona esto. #colera,215,14,35,poder creer mal función colera,Negativo
708,usuario708,2025-03-01,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",140,1,41,servicio excelente satisfecho satisfaccion,Positivo
709,usuario709,2025-02-21,No puedo creer lo mal que funciona esto. #colera,64,53,10,poder creer mal función colera,Negativo
710,usuario710,2025-05-19,"Esto es increible, estoy extasiado! #extasis",178,28,26,increible extasiado extasis,Positivo
711,usuario711,2025-02-11,"Un producto realmente bueno, supero mis expectativas. #alegria",84,71,14,producto realmente bueno supero expectativa alegrio,Positivo
712,usuario712,2025-10-31,"Un producto realmente bueno, supero mis expectativas. #alegria",315,6,15,producto realmente bueno supero expectativa alegrio,Positivo
713,usuario713,2025-10-26,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",326,97,2,experiencia maravilloso satisfecho satisfaccion,Positivo
714,usuario714,2025-05-24,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",270,21,49,servicio excelente satisfecho satisfaccion,Positivo
715,usuario715,2025-05-30,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",28,55,20,servicio excelente satisfecho satisfaccion,Positivo
716,usuario716,2025-01-14,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",205,70,28,experiencia maravilloso satisfecho satisfaccion,Positivo
717,usuario717,2025-12-16,Es frustrante que no funcione como esperaba. #frustracion,53,60,46,frustrante funcione esperar frustracion,Negativo
718,usuario718,2025-04-03,"No volvere a comprar aqui, muy decepcionado. #decepcion",164,0,28,volverir comprar aqui decepcionado decepcion,Negativo
719,usuario719,2025-07-07,Es frustrante que no funcione como esperaba. #frustracion,185,8,29,frustrante funcione esperar frustracion,Negativo
720,usuario720,2025-11-08,Me siento decepcionado con la calidad. #decepcion,116,66,38,sentir decepcionado calidad decepcion,Negativo
721,usuario721,2025-12-10,El peor servicio que he recibido. #colera,7,90,7,peor servicio recibido colera,Negativo
722,usuario722,2025-03-19,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",177,77,15,experiencia maravilloso satisfecho satisfaccion,Positivo
723,usuario723,2025-10-19,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",462,64,27,servicio excelente satisfecho satisfaccion,Positivo
724,usuario724,2025-10-04,"Esto es increible, estoy extasiado! #extasis",486,18,12,increible extasiado extasis,Positivo
725,usuario725,2025-01-20,"No volvere a comprar aqui, muy decepcionado. #decepcion",356,99,5,volverir comprar aqui decepcionado decepcion,Negativo
726,usuario726,2025-06-22,"No volvere a comprar aqui, muy decepcionado. #decepcion",319,54,1,volverir comprar aqui decepcionado decepcion,Negativo
727,usuario727,2025-04-11,"Un producto realmente bueno, supero mis expectativas. #alegria",259,0,9,producto realmente bueno supero expectativa alegrio,Positivo
728,usuario728,2025-12-22,"Un producto realmente bueno, supero mis expectativas. #alegria",491,96,27,producto realmente bueno supero expectativa alegrio,Positivo
729,usuario729,2025-09-25,Estoy muy feliz con este producto! #alegria,162,83,44,feliz producto alegrio,Positivo
730,usuario730,2025-02-24,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",31,59,38,servicio excelente satisfecho satisfaccion,Positivo
731,usuario731,2025-04-15,"Un producto realmente bueno, supero mis expectativas. #alegria",438,29,32,producto realmente bueno supero expectativa alegrio,Positivo
732,usuario732,2025-08-26,"Un producto realmente bueno, supero mis expectativas. #alegria",432,59,14,producto realmente bueno supero expectativa alegrio,Positivo
733,usuario733,2025-08-28,"Un producto realmente bueno, supero mis expectativas. #alegria",329,99,38,producto realmente bueno supero expectativa alegrio,Positivo
734,usuario734,2025-12-28,No puedo creer lo mal que funciona esto. #colera,303,53,35,poder creer mal función colera,Negativo
735,usuario735,2025-01-25,"Esto es increible, estoy extasiado! #extasis",408,49,35,increible extasiado extasis,Positivo
736,usuario736,2025-07-15,"No volvere a comprar aqui, muy decepcionado. #decepcion",4,81,43,volverir comprar aqui decepcionado decepcion,Negativo
737,usuario737,2025-09-09,Me siento decepcionado con la calidad. #decepcion,179,64,11,sentir decepcionado calidad decepcion,Negativo
738,usuario738,2025-01-25,"Un producto realmente bueno, supero mis expectativas. #alegria",194,55,48,producto realmente bueno supero expectativa alegrio,Positivo
739,usuario739,2025-04-07,No puedo creer lo mal que funciona esto. #colera,319,6,28,poder creer mal función colera,Negativo
740,usuario740,2025-06-23,"Esto es increible, estoy extasiado! #extasis",165,45,2,increible extasiado extasis,Positivo
741,usuario741,2025-02-06,Es frustrante que no funcione como esperaba. #frustracion,446,85,43,frustrante funcione esperar frustracion,Negativo
742,usuario742,2025-05-05,Es frustrante que no funcione como esperaba. #frustracion,112,78,17,frustrante funcione esperar frustracion,Negativo
743,usuario743,2025-05-08,"No volvere a comprar aqui, muy decepcionado. #decepcion",383,23,37,volverir comprar aqui decepcionado decepcion,Negativo
744,usuario744,2025-09-27,El peor servicio que he recibido. #colera,311,85,46,peor servicio recibido colera,Negativo
745,usuario745,2025-01-02,"No volvere a comprar aqui, muy decepcionado. #decepcion",463,67,1,volverir comprar aqui decepcionado decepcion,Negativo
746,usuario746,2025-09-06,"No volvere a comprar aqui, muy decepcionado. #decepcion",332,11,41,volverir comprar aqui decepcionado decepcion,Negativo
747,usuario747,2025-07-30,Me siento decepcionado con la calidad. #decepcion,62,6,33,sentir decepcionado calidad decepcion,Negativo
748,usuario748,2025-05-05,Me siento decepcionado con la calidad. #decepcion,326,77,41,sentir decepcionado calidad decepcion,Negativo
749,usuario749,2025-07-21,"No volvere a comprar aqui, muy decepcionado. #decepcion",205,87,14,volverir comprar aqui decepcionado decepcion,Negativo
750,usuario750,2025-06-09,"Un producto realmente bueno, supero mis expectativas. #alegria",253,54,43,producto realmente bueno supero expectativa alegrio,Positivo
751,usuario751,2025-10-24,Estoy muy feliz con este producto! #alegria,129,37,31,feliz producto alegrio,Positivo
752,usuario752,2025-01-31,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",58,49,19,servicio excelente satisfecho satisfaccion,Positivo
753,usuario753,2025-03-30,"No volvere a comprar aqui, muy decepcionado. #decepcion",125,42,42,volverir comprar aqui decepcionado decepcion,Negativo
754,usuario754,2025-11-16,"Esto es increible, estoy extasiado! #extasis",458,38,26,increible extasiado extasis,Positivo
755,usuario755,2025-02-18,No puedo creer lo mal que funciona esto. #colera,483,90,13,poder creer mal función colera,Negativo
756,usuario756,2025-12-15,No puedo creer lo mal que funciona esto. #colera,419,76,15,poder creer mal función colera,Negativo
757,usuario757,2025-12-20,No puedo creer lo mal que funciona esto. #colera,429,19,30,poder creer mal función colera,Negativo
758,usuario758,2025-09-28,"Un producto realmente bueno, supero mis expectativas. #alegria",478,63,50,producto realmente bueno supero expectativa alegrio,Positivo
759,usuario759,2025-11-23,Estoy muy feliz con este producto! #alegria,4,15,8,feliz producto alegrio,Positivo
760,usuario760,2025-11-06,"No volvere a comprar aqui, muy decepcionado. #decepcion",164,39,44,volverir comprar aqui decepcionado decepcion,Negativo
761,usuario761,2025-03-14,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",144,22,38,experiencia maravilloso satisfecho satisfaccion,Positivo
762,usuario762,2025-11-28,"Esto es increible, estoy extasiado! #extasis",59,39,49,increible extasiado extasis,Positivo
763,usuario763,2025-11-13,"Un producto realmente bueno, supero mis expectativas. #alegria",386,60,49,producto realmente bueno supero expectativa alegrio,Positivo
764,usuario764,2025-12-11,Estoy muy feliz con este producto! #alegria,240,93,20,feliz producto alegrio,Positivo
765,usuario765,2025-01-06,No puedo creer lo mal que funciona esto. #colera,30,59,31,poder creer mal función colera,Negativo
766,usuario766,2025-04-07,"No volvere a comprar aqui, muy decepcionado. #decepcion",473,49,46,volverir comprar aqui decepcionado decepcion,Negativo
767,usuario767,2025-12-26,"Esto es increible, estoy extasiado! #extasis",161,90,8,increible extasiado extasis,Positivo
768,usuario768,2025-05-15,"Esto es increible, estoy extasiado! #extasis",201,3,6,increible extasiado extasis,Positivo
769,usuario769,2025-07-25,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",284,55,14,servicio excelente satisfecho satisfaccion,Positivo
770,usuario770,2025-03-02,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",184,4,9,servicio excelente satisfecho satisfaccion,Positivo
771,usuario771,2025-11-26,Es frustrante que no funcione como esperaba. #frustracion,307,22,14,frustrante funcione esperar frustracion,Negativo
772,usuario772,2025-06-24,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",140,69,45,servicio excelente satisfecho satisfaccion,Positivo
773,usuario773,2025-11-12,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",362,65,8,experiencia maravilloso satisfecho satisfaccion,Positivo
774,usuario774,2025-06-14,"Un producto realmente bueno, supero mis expectativas. #alegria",98,13,1,producto realmente bueno supero expectativa alegrio,Positivo
775,usuario775,2025-12-19,Es frustrante que no funcione como esperaba. #frustracion,1,11,26,frustrante funcione esperar frustracion,Negativo
776,usuario776,2025-04-10,Me siento decepcionado con la calidad. #decepcion,349,29,19,sentir decepcionado calidad decepcion,Negativo
777,usuario777,2025-06-21,"Un producto realmente bueno, supero mis expectativas. #alegria",437,27,15,producto realmente bueno supero expectativa alegrio,Positivo
778,usuario778,2025-11-13,"Esto es increible, estoy extasiado! #extasis",19,93,4,increible extasiado extasis,Positivo
779,usuario779,2025-04-14,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",300,68,35,servicio excelente satisfecho satisfaccion,Positivo
780,usuario780,2025-05-23,"Esto es increible, estoy extasiado! #extasis",316,30,5,increible extasiado extasis,Positivo
781,usuario781,2025-05-10,Me siento decepcionado con la calidad. #decepcion,110,21,8,sentir decepcionado calidad decepcion,Negativo
782,usuario782,2025-08-16,No puedo creer lo mal que funciona esto. #colera,382,21,32,poder creer mal función colera,Negativo
783,usuario783,2025-05-12,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",250,82,46,experiencia maravilloso satisfecho satisfaccion,Positivo
784,usuario784,2025-05-07,El peor servicio que he recibido. #colera,401,40,33,peor servicio recibido colera,Negativo
785,usuario785,2025-04-09,Me siento decepcionado con la calidad. #decepcion,348,46,9,sentir decepcionado calidad decepcion,Negativo
786,usuario786,2025-10-06,Me siento decepcionado con la calidad. #decepcion,140,19,12,sentir decepcionado calidad decepcion,Negativo
787,usuario787,2025-11-02,"Un producto realmente bueno, supero mis expectativas. #alegria",108,33,41,producto realmente bueno supero expectativa alegrio,Positivo
788,usuario788,2025-11-16,"Esto es increible, estoy extasiado! #extasis",376,86,11,increible extasiado extasis,Positivo
789,usuario789,2025-10-14,Estoy muy feliz con este producto! #alegria,262,46,9,feliz producto alegrio,Positivo
790,usuario790,2025-09-09,"Un producto realmente bueno, supero mis expectativas. #alegria",157,44,43,producto realmente bueno supero expectativa alegrio,Positivo
791,usuario791,2025-04-29,"Un producto realmente bueno, supero mis expectativas. #alegria",214,84,31,producto realmente bueno supero expectativa alegrio,Positivo
792,usuario792,2025-01-03,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",259,83,40,servicio excelente satisfecho satisfaccion,Positivo
793,usuario793,2025-11-14,El peor servicio que he recibido. #colera,338,55,24,peor servicio recibido colera,Negativo
794,usuario794,2025-07-23,Me siento decepcionado con la calidad. #decepcion,70,19,27,sentir decepcionado calidad decepcion,Negativo
795,usuario795,2025-05-20,Estoy muy feliz con este producto! #alegria,130,86,46,feliz producto alegrio,Positivo
796,usuario796,2025-08-11,"Esto es increible, estoy extasiado! #extasis",430,90,0,increible extasiado extasis,Positivo
797,usuario797,2025-05-25,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",368,33,49,experiencia maravilloso satisfecho satisfaccion,Positivo
798,usuario798,2025-07-04,"No volvere a comprar aqui, muy decepcionado. #decepcion",393,10,21,volverir comprar aqui decepcionado decepcion,Negativo
799,usuario799,2025-05-01,Es frustrante que no funcione como esperaba. #frustracion,257,10,46,frustrante funcione esperar frustracion,Negativo
800,usuario800,2025-04-06,Es frustrante que no funcione como esperaba. #frustracion,406,79,17,frustrante funcione esperar frustracion,Negativo
801,usuario801,2025-11-29,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",55,69,8,servicio excelente satisfecho satisfaccion,Positivo
802,usuario802,2025-01-19,Estoy muy feliz con este producto! #alegria,426,1,35,feliz producto alegrio,Positivo
803,usuario803,2025-04-02,Es frustrante que no funcione como esperaba. #frustracion,468,18,12,frustrante funcione esperar frustracion,Negativo
804,usuario804,2025-01-13,"Un producto realmente bueno, supero mis expectativas. #alegria",432,48,11,producto realmente bueno supero expectativa alegrio,Positivo
805,usuario805,2025-04-04,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",311,100,31,experiencia maravilloso satisfecho satisfaccion,Positivo
806,usuario806,2025-10-18,"Un producto realmente bueno, supero mis expectativas. #alegria",350,38,26,producto realmente bueno supero expectativa alegrio,Positivo
807,usuario807,2025-08-25,"No volvere a comprar aqui, muy decepcionado. #decepcion",457,18,7,volverir comprar aqui decepcionado decepcion,Negativo
808,usuario808,2025-08-31,Me siento decepcionado con la calidad. #decepcion,494,3,46,sentir decepcionado calidad decepcion,Negativo
809,usuario809,2025-06-19,"Un producto realmente bueno, supero mis expectativas. #alegria",176,2,28,producto realmente bueno supero expectativa alegrio,Positivo
810,usuario810,2025-05-24,"No volvere a comprar aqui, muy decepcionado. #decepcion",169,24,13,volverir comprar aqui decepcionado decepcion,Negativo
811,usuario811,2025-08-02,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",419,34,41,experiencia maravilloso satisfecho satisfaccion,Positivo
812,usuario812,2025-03-19,Me siento decepcionado con la calidad. #decepcion,374,0,6,sentir decepcionado calidad decepcion,Negativo
813,usuario813,2025-04-08,Estoy muy feliz con este producto! #alegria,489,74,45,feliz producto alegrio,Positivo
814,usuario814,2025-10-08,Es frustrante que no funcione como esperaba. #frustracion,275,88,23,frustrante funcione esperar frustracion,Negativo
815,usuario815,2025-08-12,Es frustrante que no funcione como esperaba. #frustracion,40,46,1,frustrante funcione esperar frustracion,Negativo
816,usuario816,2025-04-03,Es frustrante que no funcione como esperaba. #frustracion,135,20,6,frustrante funcione esperar frustracion,Negativo
817,usuario817,2025-07-07,"No volvere a comprar aqui, muy decepcionado. #decepcion",51,59,36,volverir comprar aqui decepcionado decepcion,Negativo
818,usuario818,2025-08-17,El peor servicio que he recibido. #colera,200,1,5,peor servicio recibido colera,Negativo
819,usuario819,2025-08-05,El peor servicio que he recibido. #colera,350,13,34,peor servicio recibido colera,Negativo
820,usuario820,2025-05-04,"No volvere a comprar aqui, muy decepcionado. #decepcion",129,81,17,volverir comprar aqui decepcionado decepcion,Negativo
821,usuario821,2025-06-27,No puedo creer lo mal que funciona esto. #colera,256,50,7,poder creer mal función colera,Negativo
822,usuario822,2025-08-29,Estoy muy feliz con este producto! #alegria,478,60,29,feliz producto alegrio,Positivo
823,usuario823,2025-06-30,El peor servicio que he recibido. #colera,284,54,4,peor servicio recibido colera,Negativo
824,usuario824,2025-04-19,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",405,2,3,experiencia maravilloso satisfecho satisfaccion,Positivo
825,usuario825,2025-07-31,Me siento decepcionado con la calidad. #decepcion,15,74,34,sentir decepcionado calidad decepcion,Negativo
826,usuario826,2025-01-12,El peor servicio que he recibido. #colera,197,70,25,peor servicio recibido colera,Negativo
827,usuario827,2025-07-21,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",265,23,7,experiencia maravilloso satisfecho satisfaccion,Positivo
828,usuario828,2025-02-02,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",313,93,18,servicio excelente satisfecho satisfaccion,Positivo
829,usuario829,2025-07-20,"Esto es increible, estoy extasiado! #extasis",194,45,43,increible extasiado extasis,Positivo
830,usuario830,2025-04-19,Estoy muy feliz con este producto! #alegria,77,55,15,feliz producto alegrio,Positivo
831,usuario831,2025-11-27,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",351,49,39,servicio excelente satisfecho satisfaccion,Positivo
832,usuario832,2025-02-23,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",423,94,32,experiencia maravilloso satisfecho satisfaccion,Positivo
833,usuario833,2025-09-09,"No volvere a comprar aqui, muy decepcionado. #decepcion",455,70,38,volverir comprar aqui decepcionado decepcion,Negativo
834,usuario834,2025-11-27,Estoy muy feliz con este producto! #alegria,321,56,45,feliz producto alegrio,Positivo
835,usuario835,2025-01-11,Me siento decepcionado con la calidad. #decepcion,52,32,26,sentir decepcionado calidad decepcion,Negativo
836,usuario836,2025-10-26,No puedo creer lo mal que funciona esto. #colera,152,83,30,poder creer mal función colera,Negativo
837,usuario837,2025-07-25,Es frustrante que no funcione como esperaba. #frustracion,253,80,5,frustrante funcione esperar frustracion,Negativo
838,usuario838,2025-10-03,Es frustrante que no funcione como esperaba. #frustracion,308,24,45,frustrante funcione esperar frustracion,Negativo
839,usuario839,2025-03-31,Me siento decepcionado con la calidad. #decepcion,276,94,28,sentir decepcionado calidad decepcion,Negativo
840,usuario840,2025-01-03,Estoy muy feliz con este producto! #alegria,201,1,18,feliz producto alegrio,Positivo
841,usuario841,2025-11-29,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",331,100,34,servicio excelente satisfecho satisfaccion,Positivo
842,usuario842,2025-08-10,Estoy muy feliz con este producto! #alegria,227,22,7,feliz producto alegrio,Positivo
843,usuario843,2025-03-02,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",314,100,25,servicio excelente satisfecho satisfaccion,Positivo
844,usuario844,2025-10-18,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",225,59,2,experiencia maravilloso satisfecho satisfaccion,Positivo
845,usuario845,2025-05-09,El peor servicio que he recibido. #colera,2,6,1,peor servicio recibido colera,Negativo
846,usuario846,2025-09-27,Me siento decepcionado con la calidad. #decepcion,253,67,5,sentir decepcionado calidad decepcion,Negativo
847,usuario847,2025-09-21,"No volvere a comprar aqui, muy decepcionado. #decepcion",49,96,29,volverir comprar aqui decepcionado decepcion,Negativo
848,usuario848,2025-01-20,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",104,33,50,servicio excelente satisfecho satisfaccion,Positivo
849,usuario849,2025-11-17,"Un producto realmente bueno, supero mis expectativas. #alegria",277,25,13,producto realmente bueno supero expectativa alegrio,Positivo
850,usuario850,2025-12-18,No puedo creer lo mal que funciona esto. #colera,97,83,28,poder creer mal función colera,Negativo
851,usuario851,2025-12-27,No puedo creer lo mal que funciona esto. #colera,185,90,36,poder creer mal función colera,Negativo
852,usuario852,2025-05-06,El peor servicio que he recibido. #colera,83,55,16,peor servicio recibido colera,Negativo
853,usuario853,2025-11-02,Es frustrante que no funcione como esperaba. #frustracion,101,89,29,frustrante funcione esperar frustracion,Negativo
854,usuario854,2025-06-18,"No volvere a comprar aqui, muy decepcionado. #decepcion",108,16,9,volverir comprar aqui decepcionado decepcion,Negativo
855,usuario855,2025-03-12,El peor servicio que he recibido. #colera,146,89,12,peor servicio recibido colera,Negativo
856,usuario856,2025-04-02,Es frustrante que no funcione como esperaba. #frustracion,145,85,45,frustrante funcione esperar frustracion,Negativo
857,usuario857,2025-12-28,No puedo creer lo mal que funciona esto. #colera,224,100,1,poder creer mal función colera,Negativo
858,usuario858,2025-10-15,"No volvere a comprar aqui, muy decepcionado. #decepcion",30,18,10,volverir comprar aqui decepcionado decepcion,Negativo
859,usuario859,2025-11-21,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",196,27,20,servicio excelente satisfecho satisfaccion,Positivo
860,usuario860,2025-01-31,Estoy muy feliz con este producto! #alegria,482,74,28,feliz producto alegrio,Positivo
861,usuario861,2025-01-12,Es frustrante que no funcione como esperaba. #frustracion,23,79,34,frustrante funcione esperar frustracion,Negativo
862,usuario862,2025-07-23,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",311,42,45,experiencia maravilloso satisfecho satisfaccion,Positivo
863,usuario863,2025-11-22,Estoy muy feliz con este producto! #alegria,161,45,21,feliz producto alegrio,Positivo
864,usuario864,2025-06-18,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",2,25,19,servicio excelente satisfecho satisfaccion,Positivo
865,usuario865,2025-05-22,El peor servicio que he recibido. #colera,19,93,27,peor servicio recibido colera,Negativo
866,usuario866,2025-08-03,Me siento decepcionado con la calidad. #decepcion,364,6,18,sentir decepcionado calidad decepcion,Negativo
867,usuario867,2025-02-05,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",115,22,41,servicio excelente satisfecho satisfaccion,Positivo
868,usuario868,2025-10-11,No puedo creer lo mal que funciona esto. #colera,456,87,29,poder creer mal función colera,Negativo
869,usuario869,2025-06-19,Es frustrante que no funcione como esperaba. #frustracion,421,46,35,frustrante funcione esperar frustracion,Negativo
870,usuario870,2025-05-03,"No volvere a comprar aqui, muy decepcionado. #decepcion",316,83,46,volverir comprar aqui decepcionado decepcion,Negativo
871,usuario871,2025-07-27,El peor servicio que he recibido. #colera,481,47,27,peor servicio recibido colera,Negativo
872,usuario872,2025-08-08,Es frustrante que no funcione como esperaba. #frustracion,440,82,42,frustrante funcione esperar frustracion,Negativo
873,usuario873,2025-04-24,"No volvere a comprar aqui, muy decepcionado. #decepcion",130,100,23,volverir comprar aqui decepcionado decepcion,Negativo
874,usuario874,2025-10-06,"Esto es increible, estoy extasiado! #extasis",176,88,14,increible extasiado extasis,Positivo
875,usuario875,2025-03-10,Me siento decepcionado con la calidad. #decepcion,224,27,14,sentir decepcionado calidad decepcion,Negativo
876,usuario876,2025-03-06,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",187,24,27,experiencia maravilloso satisfecho satisfaccion,Positivo
