id,usuario,fecha,contenido,retweets,likes,respuestas,Texto_Procesado
704,@usuario704,2025-09-13,Es frustrante que no funcione como esperaba. #frustracion,110,453,84,frustrante funcione esperar frustracion
705,@usuario705,2025-02-13,"Esto es increible, estoy extasiado! #extasis",122,448,59,increible extasiado extasis
706,@usuario706,2025-06-05,"Un producto realmente bueno, supero mis expectativas. #alegria",9,138,89,producto realmente bueno supero expectativa alegrio
707,@usuario707,2025-08-15,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",101,144,88,servicio excelente satisfecho satisfaccion
708,@usuario708,2025-09-04,"Esto es increible, estoy extasiado! #extasis",79,224,19,increible extasiado extasis
709,@usuario709,2025-04-22,Es frustrante que no funcione como esperaba. #frustracion,34,380,36,frustrante funcione esperar frustracion
710,@usuario710,2025-08-12,Es frustrante que no funcione como esperaba. #frustracion,29,463,5,frustrante funcione esperar frustracion
711,@usuario711,2025-07-09,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",72,238,99,experiencia maravilloso satisfecho satisfaccion
712,@usuario712,2025-07-25,No puedo creer lo mal que funciona esto. #colera,117,124,19,poder creer mal función colera
713,@usuario713,2025-02-01,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",29,31,60,experiencia maravilloso satisfecho satisfaccion
714,@usuario714,2025-05-12,"Esto es increible, estoy extasiado! #extasis",108,132,14,increible extasiado extasis
715,@usuario715,2025-08-27,Estoy muy feliz con este producto! #alegria,112,313,9,feliz producto alegrio
716,@usuario716,2025-01-16,Estoy muy feliz con este producto! #alegria,92,102,86,feliz producto alegrio
717,@usuario717,2025-09-03,No puedo creer lo mal que funciona esto. #colera,183,89,72,poder creer mal función colera
718,@usuario718,2025-08-07,Me siento decepcionado con la calidad. #decepcion,124,88,7,sentir decepcionado calidad decepcion
719,@usuario719,2025-12-20,Es frustrante que no funcione como esperaba. #frustracion,62,16,65,frustrante funcione esperar frustracion
720,@usuario720,2025-09-13,No puedo creer lo mal que funciona esto. #colera,69,352,99,poder creer mal función colera
721,@usuario721,2025-06-16,No puedo creer lo mal que funciona esto. #colera,92,448,96,poder creer mal función colera
722,@usuario722,2025-08-23,Es frustrante que no funcione como esperaba. #frustracion,183,152,75,frustrante funcione esperar frustracion
723,@usuario723,2025-07-07,"Esto es increible, estoy extasiado! #extasis",73,272,24,increible extasiado extasis
724,@usuario724,2025-09-06,"Un producto realmente bueno, supero mis expectativas. #alegria",63,395,97,producto realmente bueno supero expectativa alegrio
725,@usuario725,2025-12-17,No puedo creer lo mal que funciona esto. #colera,128,99,20,poder creer mal función colera
726,@usuario726,2025-04-29,No puedo creer lo mal que funciona esto. #colera,110,246,43,poder creer mal función colera
727,@usuario727,2025-10-08,No puedo creer lo mal que funciona esto. #colera,69,219,55,poder creer mal función colera
728,@usuario728,2025-03-02,Es frustrante que no funcione como esperaba. #frustracion,133,191,18,frustrante funcione esperar frustracion
729,@usuario729,2025-02-27,No puedo creer lo mal que funciona esto. #colera,95,415,54,poder creer mal función colera
730,@usuario730,2025-06-30,"Un producto realmente bueno, supero mis expectativas. #alegria",82,171,48,producto realmente bueno supero expectativa alegrio
731,@usuario731,2025-04-09,No puedo creer lo mal que funciona esto. #colera,102,377,64,poder creer mal función colera
732,@usuario732,2025-04-17,No puedo creer lo mal que funciona esto. #colera,185,123,77,poder creer mal función colera
733,@usuario733,2025-11-13,"No volvere a comprar aqui, muy decepcionado. #decepcion",55,337,76,volverir comprar aqui decepcionado decepcion
734,@usuario734,2025-09-01,"Un producto realmente bueno, supero mis expectativas. #alegria",149,170,65,producto realmente bueno supero expectativa alegrio
735,@usuario735,2025-06-18,Estoy muy feliz con este producto! #alegria,38,110,64,feliz producto alegrio
736,@usuario736,2025-12-07,Es frustrante que no funcione como esperaba. #frustracion,41,494,100,frustrante funcione esperar frustracion
737,@usuario737,2025-07-12,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",3,487,38,experiencia maravilloso satisfecho satisfaccion
738,@usuario738,2025-07-29,Es frustrante que no funcione como esperaba. #frustracion,166,359,31,frustrante funcione esperar frustracion
739,@usuario739,2025-06-27,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",63,339,29,servicio excelente satisfecho satisfaccion
740,@usuario740,2025-05-26,"Un producto realmente bueno, supero mis expectativas. #alegria",108,401,21,producto realmente bueno supero expectativa alegrio
741,@usuario741,2025-05-16,No puedo creer lo mal que funciona esto. #colera,31,34,4,poder creer mal función colera
742,@usuario742,2025-09-23,Es frustrante que no funcione como esperaba. #frustracion,96,257,36,frustrante funcione esperar frustracion
743,@usuario743,2025-02-04,"No volvere a comprar aqui, muy decepcionado. #decepcion",171,281,54,volverir comprar aqui decepcionado decepcion
744,@usuario744,2025-09-28,"Esto es increible, estoy extasiado! #extasis",103,208,14,increible extasiado extasis
745,@usuario745,2025-05-10,El peor servicio que he recibido. #colera,95,173,53,peor servicio recibido colera
746,@usuario746,2025-11-04,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",60,406,11,servicio excelente satisfecho satisfaccion
747,@usuario747,2025-12-14,Es frustrante que no funcione como esperaba. #frustracion,108,390,27,frustrante funcione esperar frustracion
748,@usuario748,2025-09-01,No puedo creer lo mal que funciona esto. #colera,63,429,60,poder creer mal función colera
749,@usuario749,2025-08-08,No puedo creer lo mal que funciona esto. #colera,93,229,43,poder creer mal función colera
750,@usuario750,2025-05-04,Es frustrante que no funcione como esperaba. #frustracion,170,59,8,frustrante funcione esperar frustracion
751,@usuario751,2025-10-16,El peor servicio que he recibido. #colera,40,421,66,peor servicio recibido colera
752,@usuario752,2025-09-02,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",167,296,96,servicio excelente satisfecho satisfaccion
753,@usuario753,2025-02-26,"No volvere a comprar aqui, muy decepcionado. #decepcion",18,125,21,volverir comprar aqui decepcionado decepcion
754,@usuario754,2025-03-14,No puedo creer lo mal que funciona esto. #colera,25,62,32,poder creer mal función colera
755,@usuario755,2025-05-09,El peor servicio que he recibido. #colera,107,68,64,peor servicio recibido colera
756,@usuario756,2025-01-08,"Un producto realmente bueno, supero mis expectativas. #alegria",65,334,64,producto realmente bueno supero expectativa alegrio
757,@usuario757,2025-09-15,Estoy muy feliz con este producto! #alegria,46,36,47,feliz producto alegrio
758,@usuario758,2025-12-30,No puedo creer lo mal que funciona esto. #colera,58,444,37,poder creer mal función colera
759,@usuario759,2025-03-09,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",47,391,52,experiencia maravilloso satisfecho satisfaccion
760,@usuario760,2025-04-17,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",152,224,84,servicio excelente satisfecho satisfaccion
761,@usuario761,2025-01-05,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",130,273,85,experiencia maravilloso satisfecho satisfaccion
762,@usuario762,2025-03-24,"Un producto realmente bueno, supero mis expectativas. #alegria",6,374,7,producto realmente bueno supero expectativa alegrio
763,@usuario763,2025-03-31,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",70,267,27,servicio excelente satisfecho satisfaccion
764,@usuario764,2025-01-05,"Esto es increible, estoy extasiado! #extasis",162,323,71,increible extasiado extasis
765,@usuario765,2025-05-17,"Esto es increible, estoy extasiado! #extasis",27,115,12,increible extasiado extasis
766,@usuario766,2025-08-11,Es frustrante que no funcione como esperaba. #frustracion,85,160,97,frustrante funcione esperar frustracion
767,@usuario767,2025-07-21,"Un producto realmente bueno, supero mis expectativas. #alegria",14,61,70,producto realmente bueno supero expectativa alegrio
768,@usuario768,2025-02-05,Es frustrante que no funcione como esperaba. #frustracion,89,106,87,frustrante funcione esperar frustracion
769,@usuario769,2025-12-13,"Esto es increible, estoy extasiado! #extasis",168,478,48,increible extasiado extasis
770,@usuario770,2025-03-12,No puedo creer lo mal que funciona esto. #colera,144,211,52,poder creer mal función colera
771,@usuario771,2025-11-19,"No volvere a comprar aqui, muy decepcionado. #decepcion",170,441,51,volverir comprar aqui decepcionado decepcion
772,@usuario772,2025-02-25,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",71,114,5,servicio excelente satisfecho satisfaccion
773,@usuario773,2025-10-06,Es frustrante que no funcione como esperaba. #frustracion,112,381,11,frustrante funcione esperar frustracion
774,@usuario774,2025-07-30,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",181,356,44,experiencia maravilloso satisfecho satisfaccion
775,@usuario775,2025-08-07,Estoy muy feliz con este producto! #alegria,183,11,9,feliz producto alegrio
776,@usuario776,2025-06-17,No puedo creer lo mal que funciona esto. #colera,174,340,56,poder creer mal función colera
777,@usuario777,2025-08-18,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",107,76,32,experiencia maravilloso satisfecho satisfaccion
778,@usuario778,2025-01-29,Es frustrante que no funcione como esperaba. #frustracion,174,147,34,frustrante funcione esperar frustracion
779,@usuario779,2025-06-15,"No volvere a comprar aqui, muy decepcionado. #decepcion",9,148,47,volverir comprar aqui decepcionado decepcion
780,@usuario780,2025-11-23,"Un producto realmente bueno, supero mis expectativas. #alegria",115,470,63,producto realmente bueno supero expectativa alegrio
781,@usuario781,2025-05-22,No puedo creer lo mal que funciona esto. #colera,91,94,77,poder creer mal función colera
782,@usuario782,2025-05-18,"Esto es increible, estoy extasiado! #extasis",190,54,27,increible extasiado extasis
783,@usuario783,2025-01-03,"No volvere a comprar aqui, muy decepcionado. #decepcion",189,481,44,volverir comprar aqui decepcionado decepcion
784,@usuario784,2025-01-14,"Un producto realmente bueno, supero mis expectativas. #alegria",12,167,9,producto realmente bueno supero expectativa alegrio
785,@usuario785,2025-09-26,Es frustrante que no funcione como esperaba. #frustracion,19,437,36,frustrante funcione esperar frustracion
786,@usuario786,2025-04-18,No puedo creer lo mal que funciona esto. #colera,168,68,41,poder creer mal función colera
787,@usuario787,2025-10-12,No puedo creer lo mal que funciona esto. #colera,100,124,100,poder creer mal función colera
788,@usuario788,2025-12-30,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",136,112,32,servicio excelente satisfecho satisfaccion
789,@usuario789,2025-08-23,"Un producto realmente bueno, supero mis expectativas. #alegria",68,273,7,producto realmente bueno supero expectativa alegrio
790,@usuario790,2025-03-20,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",8,296,50,experiencia maravilloso satisfecho satisfaccion
791,@usuario791,2025-04-07,Estoy muy feliz con este producto! #alegria,157,288,87,feliz producto alegrio
792,@usuario792,2025-04-11,"Un producto realmente bueno, supero mis expectativas. #alegria",198,366,86,producto realmente bueno supero expectativa alegrio
793,@usuario793,2025-10-19,Me siento decepcionado con la calidad. #decepcion,180,339,69,sentir decepcionado calidad decepcion
794,@usuario794,2025-04-19,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",1,73,37,servicio excelente satisfecho satisfaccion
795,@usuario795,2025-05-29,"Esto es increible, estoy extasiado! #extasis",120,366,71,increible extasiado extasis
796,@usuario796,2025-12-14,Es frustrante que no funcione como esperaba. #frustracion,72,153,81,frustrante funcione esperar frustracion
797,@usuario797,2025-10-08,"No volvere a comprar aqui, muy decepcionado. #decepcion",175,462,83,volverir comprar aqui decepcionado decepcion
798,@usuario798,2025-12-26,Me siento decepcionado con la calidad. #decepcion,102,394,81,sentir decepcionado calidad decepcion
799,@usuario799,2025-01-02,Es frustrante que no funcione como esperaba. #frustracion,55,463,86,frustrante funcione esperar frustracion
800,@usuario800,2025-10-09,Estoy muy feliz con este producto! #alegria,76,300,61,feliz producto alegrio
801,@usuario801,2025-08-02,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",12,454,66,servicio excelente satisfecho satisfaccion
802,@usuario802,2025-08-27,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",45,173,79,servicio excelente satisfecho satisfaccion
803,@usuario803,2025-08-27,Estoy muy feliz con este producto! #alegria,48,463,4,feliz producto alegrio
804,@usuario804,2025-01-17,No puedo creer lo mal que funciona esto. #colera,95,391,18,poder creer mal función colera
805,@usuario805,2025-03-12,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",79,86,12,servicio excelente satisfecho satisfaccion
806,@usuario806,2025-12-23,"Un producto realmente bueno, supero mis expectativas. #alegria",49,437,32,producto realmente bueno supero expectativa alegrio
807,@usuario807,2025-09-08,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",195,216,63,experiencia maravilloso satisfecho satisfaccion
808,@usuario808,2025-04-25,"No volvere a comprar aqui, muy decepcionado. #decepcion",144,385,48,volverir comprar aqui decepcionado decepcion
809,@usuario809,2025-04-03,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",153,148,73,servicio excelente satisfecho satisfaccion
810,@usuario810,2025-05-13,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",136,6,96,experiencia maravilloso satisfecho satisfaccion
811,@usuario811,2025-08-15,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",49,293,38,servicio excelente satisfecho satisfaccion
812,@usuario812,2025-07-28,Es frustrante que no funcione como esperaba. #frustracion,115,91,61,frustrante funcione esperar frustracion
813,@usuario813,2025-12-30,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",71,275,32,experiencia maravilloso satisfecho satisfaccion
814,@usuario814,2025-11-05,No puedo creer lo mal que funciona esto. #colera,37,148,11,poder creer mal función colera
815,@usuario815,2025-03-02,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",65,60,57,servicio excelente satisfecho satisfaccion
816,@usuario816,2025-05-24,"Esto es increible, estoy extasiado! #extasis",85,323,35,increible extasiado extasis
817,@usuario817,2025-01-06,"No volvere a comprar aqui, muy decepcionado. #decepcion",196,236,30,volverir comprar aqui decepcionado decepcion
818,@usuario818,2025-07-31,"No volvere a comprar aqui, muy decepcionado. #decepcion",140,475,63,volverir comprar aqui decepcionado decepcion
819,@usuario819,2025-04-25,No puedo creer lo mal que funciona esto. #colera,198,355,89,poder creer mal función colera
820,@usuario820,2025-03-09,No puedo creer lo mal que funciona esto. #colera,149,412,40,poder creer mal función colera
821,@usuario821,2025-11-03,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",66,141,85,experiencia maravilloso satisfecho satisfaccion
822,@usuario822,2025-05-06,Es frustrante que no funcione como esperaba. #frustracion,132,193,25,frustrante funcione esperar frustracion
823,@usuario823,2025-02-20,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",77,71,25,servicio excelente satisfecho satisfaccion
824,@usuario824,2025-05-21,El peor servicio que he recibido. #colera,174,435,85,peor servicio recibido colera
825,@usuario825,2025-12-07,Estoy muy feliz con este producto! #alegria,31,427,53,feliz producto alegrio
826,@usuario826,2025-04-16,Me siento decepcionado con la calidad. #decepcion,176,201,53,sentir decepcionado calidad decepcion
827,@usuario827,2025-08-07,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",70,147,27,experiencia maravilloso satisfecho satisfaccion
828,@usuario828,2025-11-09,No puedo creer lo mal que funciona esto. #colera,87,492,33,poder creer mal función colera
829,@usuario829,2025-07-30,No puedo creer lo mal que funciona esto. #colera,89,148,89,poder creer mal función colera
830,@usuario830,2025-12-25,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",16,483,28,experiencia maravilloso satisfecho satisfaccion
831,@usuario831,2025-12-13,Me siento decepcionado con la calidad. #decepcion,5,245,92,sentir decepcionado calidad decepcion
832,@usuario832,2025-04-28,El peor servicio que he recibido. #colera,186,41,53,peor servicio recibido colera
833,@usuario833,2025-09-26,"Un producto realmente bueno, supero mis expectativas. #alegria",103,319,81,producto realmente bueno supero expectativa alegrio
834,@usuario834,2025-04-16,El peor servicio que he recibido. #colera,97,349,91,peor servicio recibido colera
835,@usuario835,2025-01-26,Me siento decepcionado con la calidad. #decepcion,110,40,46,sentir decepcionado calidad decepcion
836,@usuario836,2025-03-30,"Esto es increible, estoy extasiado! #extasis",63,364,4,increible extasiado extasis
837,@usuario837,2025-12-11,El peor servicio que he recibido. #colera,50,472,61,peor servicio recibido colera
838,@usuario838,2025-09-10,El peor servicio que he recibido. #colera,49,119,43,peor servicio recibido colera
839,@usuario839,2025-10-04,No puedo creer lo mal que funciona esto. #colera,147,478,86,poder creer mal función colera
840,@usuario840,2025-01-13,No puedo creer lo mal que funciona esto. #colera,8,188,76,poder creer mal función colera
841,@usuario841,2025-11-30,Estoy muy feliz con este producto! #alegria,153,441,64,feliz producto alegrio
842,@usuario842,2025-11-10,Es frustrante que no funcione como esperaba. #frustracion,5,122,40,frustrante funcione esperar frustracion
843,@usuario843,2025-07-07,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",89,387,89,servicio excelente satisfecho satisfaccion
844,@usuario844,2025-09-19,"Esto es increible, estoy extasiado! #extasis",62,87,41,increible extasiado extasis
845,@usuario845,2025-01-27,El peor servicio que he recibido. #colera,103,50,94,peor servicio recibido colera
846,@usuario846,2025-06-07,Es frustrante que no funcione como esperaba. #frustracion,16,31,62,frustrante funcione esperar frustracion
847,@usuario847,2025-08-16,No puedo creer lo mal que funciona esto. #colera,45,413,60,poder creer mal función colera
848,@usuario848,2025-12-19,"Un producto realmente bueno, supero mis expectativas. #alegria",117,171,93,producto realmente bueno supero expectativa alegrio
849,@usuario849,2025-07-27,No puedo creer lo mal que funciona esto. #colera,20,494,54,poder creer mal función colera
850,@usuario850,2025-05-09,"Un producto realmente bueno, supero mis expectativas. #alegria",55,264,36,producto realmente bueno supero expectativa alegrio
851,@usuario851,2025-01-12,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",106,221,3,servicio excelente satisfecho satisfaccion
852,@usuario852,2025-07-15,"Un producto realmente bueno, supero mis expectativas. #alegria",118,333,68,producto realmente bueno supero expectativa alegrio
853,@usuario853,2025-11-26,Me siento decepcionado con la calidad. #decepcion,51,207,88,sentir decepcionado calidad decepcion
854,@usuario854,2025-12-20,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",148,408,86,experiencia maravilloso satisfecho satisfaccion
855,@usuario855,2025-10-24,El peor servicio que he recibido. #colera,125,327,70,peor servicio recibido colera
856,@usuario856,2025-03-05,El peor servicio que he recibido. #colera,150,467,20,peor servicio recibido colera
857,@usuario857,2025-09-29,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",121,207,98,servicio excelente satisfecho satisfaccion
858,@usuario858,2025-04-20,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",175,313,76,servicio excelente satisfecho satisfaccion
859,@usuario859,2025-11-26,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",79,391,4,experiencia maravilloso satisfecho satisfaccion
860,@usuario860,2025-11-27,Estoy muy feliz con este producto! #alegria,131,212,61,feliz producto alegrio
861,@usuario861,2025-06-12,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",67,483,89,experiencia maravilloso satisfecho satisfaccion
862,@usuario862,2025-10-05,No puedo creer lo mal que funciona esto. #colera,128,75,26,poder creer mal función colera
863,@usuario863,2025-06-28,"Un producto realmente bueno, supero mis expectativas. #alegria",61,232,74,producto realmente bueno supero expectativa alegrio
864,@usuario864,2025-12-24,"Esto es increible, estoy extasiado! #extasis",71,274,96,increible extasiado extasis
865,@usuario865,2025-11-15,Es frustrante que no funcione como esperaba. #frustracion,12,195,76,frustrante funcione esperar frustracion
866,@usuario866,2025-06-29,Es frustrante que no funcione como esperaba. #frustracion,144,226,3,frustrante funcione esperar frustracion
867,@usuario867,2025-04-11,Es frustrante que no funcione como esperaba. #frustracion,88,295,69,frustrante funcione esperar frustracion
868,@usuario868,2025-02-23,"No volvere a comprar aqui, muy decepcionado. #decepcion",115,376,44,volverir comprar aqui decepcionado decepcion
869,@usuario869,2025-10-27,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",115,54,12,servicio excelente satisfecho satisfaccion
870,@usuario870,2025-02-01,"Esto es increible, estoy extasiado! #extasis",147,305,78,increible extasiado extasis
871,@usuario871,2025-01-12,"No volvere a comprar aqui, muy decepcionado. #decepcion",195,415,24,volverir comprar aqui decepcionado decepcion
872,@usuario872,2025-10-07,Es frustrante que no funcione como esperaba. #frustracion,150,257,87,frustrante funcione esperar frustracion
873,@usuario873,2025-06-24,"Un producto realmente bueno, supero mis expectativas. #alegria",96,376,46,producto realmente bueno supero expectativa alegrio
874,@usuario874,2025-05-08,"Un producto realmente bueno, supero mis expectativas. #alegria",119,448,93,producto realmente bueno supero expectativa alegrio
875,@usuario875,2025-10-23,No puedo creer lo mal que funciona esto. #colera,170,253,38,poder creer mal función colera
876,@usuario876,2025-07-05,Me siento decepcionado con la calidad. #decepcion,182,41,86,sentir decepcionado calidad decepcion
877,@usuario877,2025-02-20,Es frustrante que no funcione como esperaba. #frustracion,196,54,82,frustrante funcione esperar frustracion
878,@usuario878,2025-02-09,El peor servicio que he recibido. #colera,26,487,87,peor servicio recibido colera
879,@usuario879,2025-08-15,Me siento decepcionado con la calidad. #decepcion,181,342,80,sentir decepcionado calidad decepcion
880,@usuario880,2025-03-09,No puedo creer lo mal que funciona esto. #colera,155,165,71,poder creer mal función colera
881,@usuario881,2025-02-05,"Un producto realmente bueno, supero mis expectativas. #alegria",119,153,28,producto realmente bueno supero expectativa alegrio
882,@usuario882,2025-11-20,Es frustrante que no funcione como esperaba. #frustracion,184,491,90,frustrante funcione esperar frustracion
883,@usuario883,2025-04-14,Estoy muy feliz con este producto! #alegria,168,415,25,feliz producto alegrio
884,@usuario884,2025-11-09,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",8,246,56,servicio excelente satisfecho satisfaccion
885,@usuario885,2025-05-11,"No volvere a comprar aqui, muy decepcionado. #decepcion",35,136,66,volverir comprar aqui decepcionado decepcion
886,@usuario886,2025-10-13,Me siento decepcionado con la calidad. #decepcion,101,191,98,sentir decepcionado calidad decepcion
887,@usuario887,2025-04-30,Estoy muy feliz con este producto! #alegria,103,492,52,feliz producto alegrio
888,@usuario888,2025-03-30,"Un producto realmente bueno, supero mis expectativas. #alegria",45,202,48,producto realmente bueno supero expectativa alegrio
889,@usuario889,2025-02-14,Estoy muy feliz con este producto! #alegria,23,388,46,feliz producto alegrio
890,@usuario890,2025-01-08,No puedo creer lo mal que funciona esto. #colera,128,255,23,poder creer mal función colera
891,@usuario891,2025-07-23,No puedo creer lo mal que funciona esto. #colera,144,177,0,poder creer mal función colera
892,@usuario892,2025-03-06,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",37,228,97,servicio excelente satisfecho satisfaccion
893,@usuario893,2025-10-10,"Un producto realmente bueno, supero mis expectativas. #alegria",181,303,45,producto realmente bueno supero expectativa alegrio
894,@usuario894,2025-02-05,Es frustrante que no funcione como esperaba. #frustracion,28,250,11,frustrante funcione esperar frustracion
895,@usuario895,2025-07-13,No puedo creer lo mal que funciona esto. #colera,38,116,40,poder creer mal función colera
896,@usuario896,2025-09-15,Estoy muy feliz con este producto! #alegria,116,156,76,feliz producto alegrio
897,@usuario897,2025-10-20,"No volvere a comprar aqui, muy decepcionado. #decepcion",33,432,10,volverir comprar aqui decepcionado decepcion
898,@usuario898,2025-05-13,Estoy muy feliz con este producto! #alegria,11,38,40,feliz producto alegrio
899,@usuario899,2025-06-03,No puedo creer lo mal que funciona esto. #colera,37,246,32,poder creer mal función colera
900,@usuario900,2025-05-08,"No volvere a comprar aqui, muy decepcionado. #decepcion",152,441,71,volverir comprar aqui decepcionado decepcion
