id,usuario,fecha,contenido,likes,comentarios,Texto_Procesado
738,usuario738,2025-06-15,"Un producto realmente bueno, supero mis expectativas. #alegria",157,8,producto realmente bueno supero expectativa alegrio
739,usuario739,2025-11-19,"No volvere a comprar aqui, muy decepcionado. #decepcion",746,196,volverir comprar aqui decepcionado decepcion
740,usuario740,2025-05-24,"Esto es increible, estoy extasiado! #extasis",502,78,increible extasiado extasis
741,usuario741,2025-03-22,Es frustrante que no funcione como esperaba. #frustracion,994,72,frustrante funcione esperar frustracion
742,usuario742,2025-08-25,Es frustrante que no funcione como esperaba. #frustracion,813,144,frustrante funcione esperar frustracion
743,usuario743,2025-04-24,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",176,71,experiencia maravilloso satisfecho satisfaccion
744,usuario744,2025-12-08,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",427,172,experiencia maravilloso satisfecho satisfaccion
745,usuario745,2025-07-22,"No volvere a comprar aqui, muy decepcionado. #decepcion",804,31,volverir comprar aqui decepcionado decepcion
746,usuario746,2025-03-12,El peor servicio que he recibido. #colera,15,195,peor servicio recibido colera
747,usuario747,2025-05-06,Estoy muy feliz con este producto! #alegria,718,25,feliz producto alegrio
748,usuario748,2025-06-30,No puedo creer lo mal que funciona esto. #colera,867,42,poder creer mal función colera
749,usuario749,2025-12-27,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",169,197,experiencia maravilloso satisfecho satisfaccion
750,usuario750,2025-06-02,"No volvere a comprar aqui, muy decepcionado. #decepcion",267,15,volverir comprar aqui decepcionado decepcion
751,usuario751,2025-06-29,No puedo creer lo mal que funciona esto. #colera,975,140,poder creer mal función colera
752,usuario752,2025-03-16,"Un producto realmente bueno, supero mis expectativas. #alegria",15,30,producto realmente bueno supero expectativa alegrio
753,usuario753,2025-07-06,"Un producto realmente bueno, supero mis expectativas. #alegria",454,56,producto realmente bueno supero expectativa alegrio
754,usuario754,2025-08-23,No puedo creer lo mal que funciona esto. #colera,726,134,poder creer mal función colera
755,usuario755,2025-02-04,El peor servicio que he recibido. #colera,759,12,peor servicio recibido colera
756,usuario756,2025-06-16,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",530,22,servicio excelente satisfecho satisfaccion
757,usuario757,2025-09-11,Estoy muy feliz con este producto! #alegria,508,2,feliz producto alegrio
758,usuario758,2025-02-09,No puedo creer lo mal que funciona esto. #colera,280,101,poder creer mal función colera
759,usuario759,2025-11-16,El peor servicio que he recibido. #colera,533,35,peor servicio recibido colera
760,usuario760,2025-01-08,El peor servicio que he recibido. #colera,239,27,peor servicio recibido colera
761,usuario761,2025-07-08,Es frustrante que no funcione como esperaba. #frustracion,377,132,frustrante funcione esperar frustracion
762,usuario762,2025-04-06,"Esto es increible, estoy extasiado! #extasis",213,87,increible extasiado extasis
763,usuario763,2025-01-24,"No volvere a comprar aqui, muy decepcionado. #decepcion",846,41,volverir comprar aqui decepcionado decepcion
764,usuario764,2025-06-14,Es frustrante que no funcione como esperaba. #frustracion,682,176,frustrante funcione esperar frustracion
765,usuario765,2025-01-09,Me siento decepcionado con la calidad. #decepcion,722,177,sentir decepcionado calidad decepcion
766,usuario766,2025-06-09,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",976,64,experiencia maravilloso satisfecho satisfaccion
767,usuario767,2025-06-13,No puedo creer lo mal que funciona esto. #colera,531,154,poder creer mal función colera
768,usuario768,2025-12-30,No puedo creer lo mal que funciona esto. #colera,8,114,poder creer mal función colera
769,usuario769,2025-06-01,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",502,177,servicio excelente satisfecho satisfaccion
770,usuario770,2025-05-18,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",780,35,experiencia maravilloso satisfecho satisfaccion
771,usuario771,2025-02-21,El peor servicio que he recibido. #colera,680,23,peor servicio recibido colera
772,usuario772,2025-11-07,Es frustrante que no funcione como esperaba. #frustracion,335,76,frustrante funcione esperar frustracion
773,usuario773,2025-10-06,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",683,13,servicio excelente satisfecho satisfaccion
774,usuario774,2025-03-01,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",885,94,experiencia maravilloso satisfecho satisfaccion
775,usuario775,2025-10-20,"Esto es increible, estoy extasiado! #extasis",526,129,increible extasiado extasis
776,usuario776,2025-02-06,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",911,70,servicio excelente satisfecho satisfaccion
777,usuario777,2025-02-13,Es frustrante que no funcione como esperaba. #frustracion,714,8,frustrante funcione esperar frustracion
778,usuario778,2025-07-24,Es frustrante que no funcione como esperaba. #frustracion,566,72,frustrante funcione esperar frustracion
779,usuario779,2025-06-15,"Un producto realmente bueno, supero mis expectativas. #alegria",665,47,producto realmente bueno supero expectativa alegrio
780,usuario780,2025-06-03,El peor servicio que he recibido. #colera,112,76,peor servicio recibido colera
781,usuario781,2025-06-01,"No volvere a comprar aqui, muy decepcionado. #decepcion",207,132,volverir comprar aqui decepcionado decepcion
782,usuario782,2025-03-05,Me siento decepcionado con la calidad. #decepcion,548,196,sentir decepcionado calidad decepcion
783,usuario783,2025-05-17,Me siento decepcionado con la calidad. #decepcion,360,36,sentir decepcionado calidad decepcion
784,usuario784,2025-01-28,Estoy muy feliz con este producto! #alegria,320,23,feliz producto alegrio
785,usuario785,2025-02-03,El peor servicio que he recibido. #colera,555,98,peor servicio recibido colera
786,usuario786,2025-06-28,"Un producto realmente bueno, supero mis expectativas. #alegria",256,97,producto realmente bueno supero expectativa alegrio
787,usuario787,2025-05-04,"Esto es increible, estoy extasiado! #extasis",241,134,increible extasiado extasis
788,usuario788,2025-08-24,"Esto es increible, estoy extasiado! #extasis",827,107,increible extasiado extasis
789,usuario789,2025-01-06,Me siento decepcionado con la calidad. #decepcion,502,170,sentir decepcionado calidad decepcion
790,usuario790,2025-10-15,Estoy muy feliz con este producto! #alegria,341,143,feliz producto alegrio
791,usuario791,2025-09-13,"No volvere a comprar aqui, muy decepcionado. #decepcion",415,104,volverir comprar aqui decepcionado decepcion
792,usuario792,2025-07-25,"No volvere a comprar aqui, muy decepcionado. #decepcion",43,87,volverir comprar aqui decepcionado decepcion
793,usuario793,2025-03-29,"Un producto realmente bueno, supero mis expectativas. #alegria",643,32,producto realmente bueno supero expectativa alegrio
794,usuario794,2025-02-05,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",190,110,experiencia maravilloso satisfecho satisfaccion
795,usuario795,2025-09-25,"Esto es increible, estoy extasiado! #extasis",832,28,increible extasiado extasis
796,usuario796,2025-12-11,Me siento decepcionado con la calidad. #decepcion,668,88,sentir decepcionado calidad decepcion
797,usuario797,2025-11-07,"No volvere a comprar aqui, muy decepcionado. #decepcion",912,7,volverir comprar aqui decepcionado decepcion
798,usuario798,2025-05-09,"Esto es increible, estoy extasiado! #extasis",848,131,increible extasiado extasis
799,usuario799,2025-11-27,Me siento decepcionado con la calidad. #decepcion,849,102,sentir decepcionado calidad decepcion
800,usuario800,2025-12-24,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",787,109,servicio excelente satisfecho satisfaccion
801,usuario801,2025-11-21,No puedo creer lo mal que funciona esto. #colera,734,16,poder creer mal función colera
802,usuario802,2025-04-29,"Un producto realmente bueno, supero mis expectativas. #alegria",106,196,producto realmente bueno supero expectativa alegrio
803,usuario803,2025-07-13,Me siento decepcionado con la calidad. #decepcion,818,55,sentir decepcionado calidad decepcion
804,usuario804,2025-03-18,Me siento decepcionado con la calidad. #decepcion,160,157,sentir decepcionado calidad decepcion
805,usuario805,2025-01-04,El peor servicio que he recibido. #colera,572,52,peor servicio recibido colera
806,usuario806,2025-01-22,Me siento decepcionado con la calidad. #decepcion,330,131,sentir decepcionado calidad decepcion
807,usuario807,2025-12-19,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",199,138,experiencia maravilloso satisfecho satisfaccion
808,usuario808,2025-04-03,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",116,65,experiencia maravilloso satisfecho satisfaccion
809,usuario809,2025-04-25,El peor servicio que he recibido. #colera,688,46,peor servicio recibido colera
810,usuario810,2025-10-03,Es frustrante que no funcione como esperaba. #frustracion,251,170,frustrante funcione esperar frustracion
811,usuario811,2025-04-19,"Un producto realmente bueno, supero mis expectativas. #alegria",842,120,producto realmente bueno supero expectativa alegrio
812,usuario812,2025-01-08,Estoy muy feliz con este producto! #alegria,901,106,feliz producto alegrio
813,usuario813,2025-02-27,Es frustrante que no funcione como esperaba. #frustracion,37,101,frustrante funcione esperar frustracion
814,usuario814,2025-05-05,Estoy muy feliz con este producto! #alegria,650,185,feliz producto alegrio
815,usuario815,2025-06-01,Es frustrante que no funcione como esperaba. #frustracion,146,6,frustrante funcione esperar frustracion
816,usuario816,2025-09-13,"No volvere a comprar aqui, muy decepcionado. #decepcion",503,9,volverir comprar aqui decepcionado decepcion
817,usuario817,2025-04-27,Me siento decepcionado con la calidad. #decepcion,666,170,sentir decepcionado calidad decepcion
818,usuario818,2025-12-10,"Un producto realmente bueno, supero mis expectativas. #alegria",828,73,producto realmente bueno supero expectativa alegrio
819,usuario819,2025-06-26,"Esto es increible, estoy extasiado! #extasis",298,132,increible extasiado extasis
820,usuario820,2025-11-13,Estoy muy feliz con este producto! #alegria,518,154,feliz producto alegrio
821,usuario821,2025-04-11,El peor servicio que he recibido. #colera,241,101,peor servicio recibido colera
822,usuario822,2025-11-19,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",248,79,experiencia maravilloso satisfecho satisfaccion
823,usuario823,2025-07-18,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",821,191,experiencia maravilloso satisfecho satisfaccion
824,usuario824,2025-05-12,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",954,38,experiencia maravilloso satisfecho satisfaccion
825,usuario825,2025-12-15,Estoy muy feliz con este producto! #alegria,676,67,feliz producto alegrio
826,usuario826,2025-03-10,"Un producto realmente bueno, supero mis expectativas. #alegria",325,160,producto realmente bueno supero expectativa alegrio
827,usuario827,2025-10-25,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",891,124,experiencia maravilloso satisfecho satisfaccion
828,usuario828,2025-08-02,Me siento decepcionado con la calidad. #decepcion,439,114,sentir decepcionado calidad decepcion
829,usuario829,2025-10-24,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",649,0,experiencia maravilloso satisfecho satisfaccion
830,usuario830,2025-04-13,"Un producto realmente bueno, supero mis expectativas. #alegria",54,158,producto realmente bueno supero expectativa alegrio
831,usuario831,2025-09-22,Me siento decepcionado con la calidad. #decepcion,187,157,sentir decepcionado calidad decepcion
832,usuario832,2025-04-01,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",974,91,servicio excelente satisfecho satisfaccion
833,usuario833,2025-05-12,No puedo creer lo mal que funciona esto. #colera,359,43,poder creer mal función colera
834,usuario834,2025-08-29,Estoy muy feliz con este producto! #alegria,618,14,feliz producto alegrio
835,usuario835,2025-01-23,No puedo creer lo mal que funciona esto. #colera,13,109,poder creer mal función colera
836,usuario836,2025-06-27,"Un producto realmente bueno, supero mis expectativas. #alegria",1,36,producto realmente bueno supero expectativa alegrio
837,usuario837,2025-10-27,"Esto es increible, estoy extasiado! #extasis",888,46,increible extasiado extasis
838,usuario838,2025-06-13,Estoy muy feliz con este producto! #alegria,481,153,feliz producto alegrio
839,usuario839,2025-06-03,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",869,180,experiencia maravilloso satisfecho satisfaccion
840,usuario840,2025-01-28,"No volvere a comprar aqui, muy decepcionado. #decepcion",36,83,volverir comprar aqui decepcionado decepcion
841,usuario841,2025-04-15,Estoy muy feliz con este producto! #alegria,905,32,feliz producto alegrio
842,usuario842,2025-02-17,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",601,99,experiencia maravilloso satisfecho satisfaccion
843,usuario843,2025-02-11,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",960,16,experiencia maravilloso satisfecho satisfaccion
844,usuario844,2025-02-01,Es frustrante que no funcione como esperaba. #frustracion,640,147,frustrante funcione esperar frustracion
845,usuario845,2025-08-09,Es frustrante que no funcione como esperaba. #frustracion,847,55,frustrante funcione esperar frustracion
846,usuario846,2025-12-16,Me siento decepcionado con la calidad. #decepcion,133,195,sentir decepcionado calidad decepcion
847,usuario847,2025-12-15,Estoy muy feliz con este producto! #alegria,900,192,feliz producto alegrio
848,usuario848,2025-12-19,Me siento decepcionado con la calidad. #decepcion,103,44,sentir decepcionado calidad decepcion
849,usuario849,2025-08-21,No puedo creer lo mal que funciona esto. #colera,352,199,poder creer mal función colera
850,usuario850,2025-12-31,Es frustrante que no funcione como esperaba. #frustracion,466,164,frustrante funcione esperar frustracion
851,usuario851,2025-12-10,El peor servicio que he recibido. #colera,119,175,peor servicio recibido colera
852,usuario852,2025-05-22,Estoy muy feliz con este producto! #alegria,844,6,feliz producto alegrio
853,usuario853,2025-03-06,Estoy muy feliz con este producto! #alegria,357,107,feliz producto alegrio
854,usuario854,2025-12-14,"Un producto realmente bueno, supero mis expectativas. #alegria",815,156,producto realmente bueno supero expectativa alegrio
855,usuario855,2025-04-17,"No volvere a comprar aqui, muy decepcionado. #decepcion",741,85,volverir comprar aqui decepcionado decepcion
856,usuario856,2025-06-30,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",854,127,experiencia maravilloso satisfecho satisfaccion
857,usuario857,2025-02-28,"No volvere a comprar aqui, muy decepcionado. #decepcion",437,51,volverir comprar aqui decepcionado decepcion
858,usuario858,2025-03-16,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",834,7,servicio excelente satisfecho satisfaccion
859,usuario859,2025-07-10,No puedo creer lo mal que funciona esto. #colera,197,47,poder creer mal función colera
860,usuario860,2025-01-09,El peor servicio que he recibido. #colera,511,140,peor servicio recibido colera
861,usuario861,2025-05-29,El peor servicio que he recibido. #colera,777,138,peor servicio recibido colera
862,usuario862,2025-08-05,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",369,6,servicio excelente satisfecho satisfaccion
863,usuario863,2025-08-01,Es frustrante que no funcione como esperaba. #frustracion,191,24,frustrante funcione esperar frustracion
864,usuario864,2025-12-12,El peor servicio que he recibido. #colera,441,157,peor servicio recibido colera
865,usuario865,2025-06-25,El peor servicio que he recibido. #colera,114,90,peor servicio recibido colera
866,usuario866,2025-11-18,"Esto es increible, estoy extasiado! #extasis",860,158,increible extasiado extasis
867,usuario867,2025-10-06,Es frustrante que no funcione como esperaba. #frustracion,227,113,frustrante funcione esperar frustracion
868,usuario868,2025-11-24,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",412,143,servicio excelente satisfecho satisfaccion
869,usuario869,2025-10-04,"Un producto realmente bueno, supero mis expectativas. #alegria",617,160,producto realmente bueno supero expectativa alegrio
870,usuario870,2025-08-16,Es frustrante que no funcione como esperaba. #frustracion,559,127,frustrante funcione esperar frustracion
871,usuario871,2025-07-27,El peor servicio que he recibido. #colera,894,127,peor servicio recibido colera
872,usuario872,2025-08-10,No puedo creer lo mal que funciona esto. #colera,515,83,poder creer mal función colera
873,usuario873,2025-07-02,Es frustrante que no funcione como esperaba. #frustracion,640,53,frustrante funcione esperar frustracion
874,usuario874,2025-06-23,No puedo creer lo mal que funciona esto. #colera,545,0,poder creer mal función colera
875,usuario875,2025-03-01,Me siento decepcionado con la calidad. #decepcion,558,172,sentir decepcionado calidad decepcion
876,usuario876,2025-05-23,Estoy muy feliz con este producto! #alegria,751,127,feliz producto alegrio
877,usuario877,2025-08-05,No puedo creer lo mal que funciona esto. #colera,675,161,poder creer mal función colera
878,usuario878,2025-05-19,No puedo creer lo mal que funciona esto. #colera,682,99,poder creer mal función colera
879,usuario879,2025-10-29,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",805,32,servicio excelente satisfecho satisfaccion
880,usuario880,2025-04-07,"Un producto realmente bueno, supero mis expectativas. #alegria",647,192,producto realmente bueno supero expectativa alegrio
881,usuario881,2025-12-21,"Esto es increible, estoy extasiado! #extasis",769,56,increible extasiado extasis
882,usuario882,2025-06-26,Es frustrante que no funcione como esperaba. #frustracion,302,41,frustrante funcione esperar frustracion
883,usuario883,2025-02-21,"Un producto realmente bueno, supero mis expectativas. #alegria",866,21,producto realmente bueno supero expectativa alegrio
884,usuario884,2025-04-22,No puedo creer lo mal que funciona esto. #colera,386,72,poder creer mal función colera
885,usuario885,2025-12-27,No puedo creer lo mal que funciona esto. #colera,547,73,poder creer mal función colera
886,usuario886,2025-07-28,"No volvere a comprar aqui, muy decepcionado. #decepcion",28,178,volverir comprar aqui decepcionado decepcion
887,usuario887,2025-12-04,El peor servicio que he recibido. #colera,250,76,peor servicio recibido colera
888,usuario888,2025-12-12,Estoy muy feliz con este producto! #alegria,49,63,feliz producto alegrio
889,usuario889,2025-06-12,Me siento decepcionado con la calidad. #decepcion,374,2,sentir decepcionado calidad decepcion
890,usuario890,2025-07-05,Es frustrante que no funcione como esperaba. #frustracion,991,105,frustrante funcione esperar frustracion
891,usuario891,2025-01-06,No puedo creer lo mal que funciona esto. #colera,532,7,poder creer mal función colera
892,usuario892,2025-08-30,"No volvere a comprar aqui, muy decepcionado. #decepcion",369,25,volverir comprar aqui decepcionado decepcion
893,usuario893,2025-02-07,El peor servicio que he recibido. #colera,778,185,peor servicio recibido colera
894,usuario894,2025-04-06,El peor servicio que he recibido. #colera,739,124,peor servicio recibido colera
895,usuario895,2025-09-12,No puedo creer lo mal que funciona esto. #colera,982,24,poder creer mal función colera
896,usuario896,2025-07-28,"Esto es increible, estoy extasiado! #extasis",1000,140,increible extasiado extasis
897,usuario897,2025-11-20,Estoy muy feliz con este producto! #alegria,69,13,feliz producto alegrio
898,usuario898,2025-07-31,Me siento decepcionado con la calidad. #decepcion,825,132,sentir decepcionado calidad decepcion
899,usuario899,2025-09-06,"Un producto realmente bueno, supero mis expectativas. #alegria",632,65,producto realmente bueno supero expectativa alegrio
900,usuario900,2025-07-12,Estoy muy feliz con este producto! #alegria,667,78,feliz producto alegrio
